"League","date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Home","Away","season","avg_age","players_used","foreigners_used","stadium_size","avg_att","occupancy","covid","covid_occupancy","avg_age_away","players_used_away","percentage_foreigners_used_away","NA","NA","NA"
"I1",0016-12-20,"19:45","Fiorentina","Sassuolo","1","1","D","1","1","D","12","12","7","7","19","11","4","1","4","4","0","0","Fiorentina","Sassuolo","26.6",30,0.731,"47282","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0016-12-20,"19:45","Genoa","Milan","2","2","D","0","0","D","6","8","4","4","17","13","4","10","2","3","0","0","Genoa","Milan","27.8",33,0.453,"36599","0",0,1,0,"2020/21",24.1,29,0.7,"75923","1000",0
"I1",0016-12-20,"19:45","Inter","Napoli","1","0","H","0","0","D","3","9","2","5","16","9","4","3","5","3","0","1","Inter","Napoli","28.1",23,0.738,"75923","1000",0.013171239281904,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0016-12-20,"19:45","Parma","Cagliari","0","0","D","0","0","D","10","5","3","4","13","11","8","5","1","1","0","0","Parma","Cagliari","27.4",37,0.693,"22352","0",0,1,0,"2020/21",25.9,31,0.644,"16416","0",0
"I1",0016-12-20,"19:45","Spezia","Bologna","2","2","D","1","0","H","7","9","5","6","19","11","3","4","6","1","0","0","Spezia","Bologna","25.1",34,0.497,"10336","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0016-12-20,"19:45","Verona","Sampdoria","1","2","A","0","1","A","6","6","6","3","20","17","6","3","2","4","1","0","Verona","Sampdoria","25.7",30,0.468,"39211","0",0,1,0,"2020/21",27.7,26,0.561,"36348","0",0
"I1",0017-12-20,"19:45","Roma","Torino","3","1","H","2","0","H","10","12","8","8","21","16","4","2","4","3","0","1","Roma","Torino","26.6",26,0.668,"73261","0",0,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0019-12-20,"14:00","Fiorentina","Verona","1","1","D","1","1","D","5","5","1","3","10","16","4","1","2","2","0","0","Fiorentina","Verona","26.6",30,0.731,"47282","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0019-12-20,"17:00","Sampdoria","Crotone","3","1","H","2","1","H","6","5","4","3","14","15","3","1","2","2","0","0","Sampdoria","Crotone","27.7",26,0.561,"36348","0",0,1,0,"2020/21",27.4,29,0.595,"16640","0",0
"I1",0019-12-20,"19:45","Parma","Juventus","0","4","A","0","2","A","9","12","5","7","8","10","4","9","0","1","0","0","Parma","Juventus","27.4",37,0.693,"22352","0",0,1,0,"2020/21",26.8,28,0.77,"41507","0",0
"I1",0020-12-20,"11:30","Torino","Bologna","1","1","D","0","0","D","13","14","5","9","16","17","4","8","1","3","0","0","Torino","Bologna","26.6",28,0.619,"27994","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0020-12-20,"14:00","Benevento","Genoa","2","0","H","0","0","D","10","6","3","2","9","22","6","5","1","3","0","0","Benevento","Genoa","28.3",26,0.381,"16867","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0020-12-20,"14:00","Cagliari","Udinese","1","1","D","1","0","H","7","11","3","5","13","13","5","7","2","1","0","0","Cagliari","Udinese","25.9",31,0.644,"16416","0",0,1,0,"2020/21",27.2,30,0.851,"25144","0",0
"I1",0020-12-20,"14:00","Inter","Spezia","2","1","H","0","0","D","10","7","4","1","10","9","3","2","1","2","0","0","Inter","Spezia","28.1",23,0.738,"75923","1000",0.013171239281904,1,0,"2020/21",25.1,34,0.497,"10336","0",0
"I1",0020-12-20,"14:00","Sassuolo","Milan","1","2","A","0","2","A","16","11","5","5","11","12","6","4","1","3","0","0","Sassuolo","Milan","26.3",27,0.569,"21584","0",0,1,0,"2020/21",24.1,29,0.7,"75923","1000",0
"I1",0020-12-20,"17:00","Atalanta","Roma","4","1","H","0","1","A","9","5","8","4","15","14","2","2","2","3","0","0","Atalanta","Roma","27",30,0.773,"22512","0",0,1,0,"2020/21",26.6,26,0.668,"73261","0",0
"I1",0020-12-20,"19:45","Lazio","Napoli","2","0","H","1","0","H","9","7","2","6","12","8","4","9","4","3","0","0","Lazio","Napoli","28.9",27,0.754,"73261","0",0,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0022-12-20,"17:30","Crotone","Parma","2","1","H","2","0","H","10","14","6","7","16","22","3","6","4","6","0","0","Crotone","Parma","27.4",29,0.595,"16640","0",0,1,0,"2020/21",27.4,37,0.693,"22352","0",0
"I1",0022-12-20,"19:45","Juventus","Fiorentina","0","3","A","0","1","A","10","9","3","6","9","18","5","5","1","4","1","0","Juventus","Fiorentina","26.8",28,0.77,"41507","0",0,1,0,"2020/21",26.6,30,0.731,"47282","0",0
"I1",0023-12-20,"17:30","Verona","Inter","1","2","A","0","0","D","5","9","2","5","15","19","2","8","4","2","0","0","Verona","Inter","25.7",30,0.468,"39211","0",0,1,0,"2020/21",28.1,23,0.738,"75923","1000",0
"I1",0023-12-20,"19:45","Bologna","Atalanta","2","2","D","0","2","A","8","9","5","6","11","14","1","5","2","2","0","0","Bologna","Atalanta","26.5",32,0.728,"36462","0",0,1,0,"2020/21",27,30,0.773,"22512","0",0
"I1",0023-12-20,"19:45","Milan","Lazio","3","2","H","2","1","H","9","13","5","9","9","14","4","6","2","4","0","0","Milan","Lazio","24.1",29,0.7,"75923","1000",0.013171239281904,1,0,"2020/21",28.9,27,0.754,"73261","0",0
"I1",0023-12-20,"19:45","Napoli","Torino","1","1","D","0","0","D","12","4","6","3","19","16","4","3","3","3","0","0","Napoli","Torino","26.9",25,0.72,"54726","0",0,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0023-12-20,"19:45","Roma","Cagliari","3","2","H","1","0","H","13","6","9","3","18","17","6","0","3","2","0","0","Roma","Cagliari","26.6",26,0.668,"73261","0",0,1,0,"2020/21",25.9,31,0.644,"16416","0",0
"I1",0023-12-20,"19:45","Sampdoria","Sassuolo","2","3","A","0","1","A","14","10","6","8","10","12","14","6","2","4","1","0","Sampdoria","Sassuolo","27.7",26,0.561,"36348","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0023-12-20,"19:45","Spezia","Genoa","1","2","A","1","1","D","7","7","5","6","18","19","4","2","3","4","0","0","Spezia","Genoa","25.1",34,0.497,"10336","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0023-12-20,"19:45","Udinese","Benevento","0","2","A","0","1","A","7","3","2","2","17","9","7","1","1","2","0","0","Udinese","Benevento","27.2",30,0.851,"25144","0",0,1,0,"2020/21",28.3,26,0.381,"16867","0",0
"I1",0003-01-20,"11:30","Inter","Crotone","6","2","H","2","2","D","13","7","8","4","9","7","3","3","0","3","0","0","Inter","Crotone","28.1",23,0.738,"75923","1000",0.013171239281904,1,0,"2020/21",27.4,29,0.595,"16640","0",0
"I1",0003-01-20,"14:00","Atalanta","Sassuolo","5","1","H","2","0","H","20","7","8","4","13","9","8","3","3","1","0","0","Atalanta","Sassuolo","27",30,0.773,"22512","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0003-01-20,"14:00","Cagliari","Napoli","1","4","A","0","1","A","6","22","1","12","11","6","3","8","4","1","1","0","Cagliari","Napoli","25.9",31,0.644,"16416","0",0,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0003-01-20,"14:00","Fiorentina","Bologna","0","0","D","0","0","D","10","5","1","4","8","11","8","5","4","3","0","0","Fiorentina","Bologna","26.6",30,0.731,"47282","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0003-01-20,"14:00","Genoa","Lazio","1","1","D","0","1","A","5","10","3","4","10","19","4","9","2","4","0","0","Genoa","Lazio","27.8",33,0.453,"36599","0",0,1,0,"2020/21",28.9,27,0.754,"73261","0",0
"I1",0003-01-20,"14:00","Parma","Torino","0","3","A","0","1","A","15","14","6","8","20","16","9","3","2","2","0","0","Parma","Torino","27.4",37,0.693,"22352","0",0,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0003-01-20,"14:00","Roma","Sampdoria","1","0","H","0","0","D","12","2","8","2","17","14","8","2","3","5","0","0","Roma","Sampdoria","26.6",26,0.668,"73261","0",0,1,0,"2020/21",27.7,26,0.561,"36348","0",0
"I1",0003-01-20,"14:00","Spezia","Verona","0","1","A","0","0","D","6","9","1","4","22","10","3","5","6","0","1","0","Spezia","Verona","25.1",34,0.497,"10336","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0003-01-20,"17:00","Benevento","Milan","0","2","A","0","1","A","14","8","7","5","9","14","12","4","1","3","0","1","Benevento","Milan","28.3",26,0.381,"16867","0",0,1,0,"2020/21",24.1,29,0.7,"75923","1000",0
"I1",0003-01-20,"19:45","Juventus","Udinese","4","1","H","1","0","H","13","8","10","7","14","8","7","1","3","0","0","0","Juventus","Udinese","26.8",28,0.77,"41507","0",0,1,0,"2020/21",27.2,30,0.851,"25144","0",0
"I1",0006-01-20,"11:30","Cagliari","Benevento","1","2","A","1","2","A","10","9","5","3","18","12","7","6","4","3","1","0","Cagliari","Benevento","25.9",31,0.644,"16416","0",0,1,0,"2020/21",28.3,26,0.381,"16867","0",0
"I1",0006-01-20,"14:00","Atalanta","Parma","3","0","H","1","0","H","17","3","6","1","10","6","12","3","1","1","0","0","Atalanta","Parma","27",30,0.773,"22512","0",0,1,0,"2020/21",27.4,37,0.693,"22352","0",0
"I1",0006-01-20,"14:00","Bologna","Udinese","2","2","D","2","1","H","10","12","7","9","16","13","4","6","4","3","1","0","Bologna","Udinese","26.5",32,0.728,"36462","0",0,1,0,"2020/21",27.2,30,0.851,"25144","0",0
"I1",0006-01-20,"14:00","Crotone","Roma","1","3","A","0","3","A","12","10","5","5","15","16","3","4","2","3","0","0","Crotone","Roma","27.4",29,0.595,"16640","0",0,1,0,"2020/21",26.6,26,0.668,"73261","0",0
"I1",0006-01-20,"14:00","Lazio","Fiorentina","2","1","H","1","0","H","11","9","6","8","11","11","2","9","3","1","0","0","Lazio","Fiorentina","28.9",27,0.754,"73261","0",0,1,0,"2020/21",26.6,30,0.731,"47282","0",0
"I1",0006-01-20,"14:00","Sampdoria","Inter","2","1","H","2","0","H","8","23","6","11","13","18","4","10","3","4","0","0","Sampdoria","Inter","27.7",26,0.561,"36348","0",0,1,0,"2020/21",28.1,23,0.738,"75923","1000",0
"I1",0006-01-20,"14:00","Sassuolo","Genoa","2","1","H","0","0","D","13","7","6","3","14","10","8","2","3","3","0","0","Sassuolo","Genoa","26.3",27,0.569,"21584","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0006-01-20,"14:00","Torino","Verona","1","1","D","0","0","D","15","8","5","2","12","18","9","3","1","3","0","0","Torino","Verona","26.6",28,0.619,"27994","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0006-01-20,"17:00","Napoli","Spezia","1","2","A","0","0","D","27","8","11","4","9","16","10","2","2","5","0","1","Napoli","Spezia","26.9",25,0.72,"54726","0",0,1,0,"2020/21",25.1,34,0.497,"10336","0",0
"I1",0006-01-20,"19:45","Milan","Juventus","1","3","A","1","1","D","18","13","7","10","17","12","7","4","1","2","0","0","Milan","Juventus","24.1",29,0.7,"75923","1000",0.013171239281904,1,0,"2020/21",26.8,28,0.77,"41507","0",0
"I1",0009-01-20,"14:00","Benevento","Atalanta","1","4","A","0","1","A","4","26","2","15","13","21","1","11","3","2","0","0","Benevento","Atalanta","28.3",26,0.381,"16867","0",0,1,0,"2020/21",27,30,0.773,"22512","0",0
"I1",0009-01-20,"17:00","Genoa","Bologna","2","0","H","1","0","H","9","12","7","4","11","9","1","4","2","0","0","0","Genoa","Bologna","27.8",33,0.453,"36599","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0009-01-20,"19:45","Milan","Torino","2","0","H","2","0","H","8","8","4","4","22","15","7","5","6","2","0","0","Milan","Torino","24.1",29,0.7,"75923","1000",0.013171239281904,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0010-01-20,"11:30","Roma","Inter","2","2","D","1","0","H","14","16","8","6","18","11","3","7","3","3","0","0","Roma","Inter","26.6",26,0.668,"73261","0",0,1,0,"2020/21",28.1,23,0.738,"75923","1000",0
"I1",0010-01-20,"14:00","Parma","Lazio","0","2","A","0","0","D","9","21","3","5","11","6","5","6","4","1","0","0","Parma","Lazio","27.4",37,0.693,"22352","0",0,1,0,"2020/21",28.9,27,0.754,"73261","0",0
"I1",0010-01-20,"14:00","Udinese","Napoli","1","2","A","1","1","D","17","15","8","6","19","6","2","7","3","1","0","0","Udinese","Napoli","27.2",30,0.851,"25144","0",0,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0010-01-20,"14:00","Verona","Crotone","2","1","H","2","0","H","11","7","7","3","16","16","6","4","3","3","0","0","Verona","Crotone","25.7",30,0.468,"39211","0",0,1,0,"2020/21",27.4,29,0.595,"16640","0",0
"I1",0010-01-20,"17:00","Fiorentina","Cagliari","1","0","H","0","0","D","12","9","5","3","15","14","9","5","1","3","0","0","Fiorentina","Cagliari","26.6",30,0.731,"47282","0",0,1,0,"2020/21",25.9,31,0.644,"16416","0",0
"I1",0010-01-20,"19:45","Juventus","Sassuolo","3","1","H","0","0","D","20","10","10","2","11","4","6","3","4","1","0","1","Juventus","Sassuolo","26.8",28,0.77,"41507","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0011-01-20,"19:45","Spezia","Sampdoria","2","1","H","1","1","D","8","6","4","4","17","15","4","2","4","3","0","0","Spezia","Sampdoria","25.1",34,0.497,"10336","0",0,1,0,"2020/21",27.7,26,0.561,"36348","0",0
"I1",0015-01-20,"19:45","Lazio","Roma","3","0","H","2","0","H","9","5","9","2","12","19","1","7","5","4","0","0","Lazio","Roma","28.9",27,0.754,"73261","0",0,1,0,"2020/21",26.6,26,0.668,"73261","0",0
"I1",0016-01-20,"14:00","Bologna","Verona","1","0","H","1","0","H","18","8","6","1","15","10","7","3","2","1","0","0","Bologna","Verona","26.5",32,0.728,"36462","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0016-01-20,"17:00","Torino","Spezia","0","0","D","0","0","D","8","6","2","3","12","14","6","2","3","3","0","1","Torino","Spezia","26.6",28,0.619,"27994","0",0,1,0,"2020/21",25.1,34,0.497,"10336","0",0
"I1",0016-01-20,"19:45","Sampdoria","Udinese","2","1","H","0","0","D","15","14","8","7","8","11","11","5","1","1","0","0","Sampdoria","Udinese","27.7",26,0.561,"36348","0",0,1,0,"2020/21",27.2,30,0.851,"25144","0",0
"I1",0017-01-20,"11:30","Napoli","Fiorentina","6","0","H","4","0","H","10","10","7","3","11","15","1","4","1","0","0","0","Napoli","Fiorentina","26.9",25,0.72,"54726","0",0,1,0,"2020/21",26.6,30,0.731,"47282","0",0
"I1",0017-01-20,"14:00","Crotone","Benevento","4","1","H","2","0","H","6","14","3","6","14","14","4","13","1","3","0","1","Crotone","Benevento","27.4",29,0.595,"16640","0",0,1,0,"2020/21",28.3,26,0.381,"16867","0",0
"I1",0017-01-20,"14:00","Sassuolo","Parma","1","1","D","0","1","A","15","11","6","2","18","11","5","2","3","2","0","0","Sassuolo","Parma","26.3",27,0.569,"21584","0",0,1,0,"2020/21",27.4,37,0.693,"22352","0",0
"I1",0017-01-20,"17:00","Atalanta","Genoa","0","0","D","0","0","D","15","6","4","3","15","13","9","1","1","2","0","0","Atalanta","Genoa","27",30,0.773,"22512","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0017-01-20,"19:45","Inter","Juventus","2","0","H","1","0","H","16","8","6","4","8","14","3","4","2","2","0","0","Inter","Juventus","28.1",23,0.738,"75923","1000",0.013171239281904,1,0,"2020/21",26.8,28,0.77,"41507","0",0
"I1",0018-01-20,"19:45","Cagliari","Milan","0","2","A","0","1","A","17","9","2","8","9","13","7","4","2","3","0","1","Cagliari","Milan","25.9",31,0.644,"16416","0",0,1,0,"2020/21",24.1,29,0.7,"75923","1000",0
"I1",0020-01-20,"14:00","Udinese","Atalanta","1","1","D","1","1","D","6","18","1","8","20","26","2","7","3","2","0","0","Udinese","Atalanta","27.2",30,0.851,"25144","0",0,1,0,"2020/21",27,30,0.773,"22512","0",0
"I1",0022-01-20,"19:45","Benevento","Torino","2","2","D","1","0","H","10","14","3","6","18","22","6","4","1","3","0","0","Benevento","Torino","28.3",26,0.381,"16867","0",0,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0023-01-20,"14:00","Roma","Spezia","4","3","H","1","1","D","13","5","8","3","12","13","3","1","3","1","0","0","Roma","Spezia","26.6",26,0.668,"73261","0",0,1,0,"2020/21",25.1,34,0.497,"10336","0",0
"I1",0023-01-20,"17:00","Milan","Atalanta","0","3","A","0","1","A","10","19","3","10","11","14","5","7","2","1","0","0","Milan","Atalanta","24.1",29,0.7,"75923","1000",0.013171239281904,1,0,"2020/21",27,30,0.773,"22512","0",0
"I1",0023-01-20,"17:00","Udinese","Inter","0","0","D","0","0","D","6","10","1","4","11","16","3","4","3","2","0","0","Udinese","Inter","27.2",30,0.851,"25144","0",0,1,0,"2020/21",28.1,23,0.738,"75923","1000",0
"I1",0023-01-20,"19:45","Fiorentina","Crotone","2","1","H","2","0","H","12","7","6","3","11","17","5","3","2","2","0","0","Fiorentina","Crotone","26.6",30,0.731,"47282","0",0,1,0,"2020/21",27.4,29,0.595,"16640","0",0
"I1",0024-01-20,"11:30","Juventus","Bologna","2","0","H","1","0","H","22","12","12","3","11","17","7","6","3","2","0","0","Juventus","Bologna","26.8",28,0.77,"41507","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0024-01-20,"14:00","Genoa","Cagliari","1","0","H","1","0","H","8","13","6","7","11","6","4","7","1","2","0","0","Genoa","Cagliari","27.8",33,0.453,"36599","0",0,1,0,"2020/21",25.9,31,0.644,"16416","0",0
"I1",0024-01-20,"14:00","Verona","Napoli","3","1","H","1","1","D","15","12","7","4","13","8","3","3","2","3","0","0","Verona","Napoli","25.7",30,0.468,"39211","0",0,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0024-01-20,"17:00","Lazio","Sassuolo","2","1","H","1","1","D","18","5","8","1","16","15","9","6","2","3","0","0","Lazio","Sassuolo","28.9",27,0.754,"73261","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0024-01-20,"19:45","Parma","Sampdoria","0","2","A","0","2","A","11","11","7","4","14","14","5","5","1","1","0","0","Parma","Sampdoria","27.4",37,0.693,"22352","0",0,1,0,"2020/21",27.7,26,0.561,"36348","0",0
"I1",0029-01-20,"19:45","Torino","Fiorentina","1","1","D","0","0","D","15","9","6","3","20","15","7","2","2","2","0","2","Torino","Fiorentina","26.6",28,0.619,"27994","0",0,1,0,"2020/21",26.6,30,0.731,"47282","0",0
"I1",0030-01-20,"14:00","Bologna","Milan","1","2","A","0","1","A","10","17","5","13","13","12","6","4","2","1","0","0","Bologna","Milan","26.5",32,0.728,"36462","0",0,1,0,"2020/21",24.1,29,0.7,"75923","1000",0
"I1",0030-01-20,"17:00","Sampdoria","Juventus","0","2","A","0","1","A","6","10","2","4","11","10","5","7","4","2","0","0","Sampdoria","Juventus","27.7",26,0.561,"36348","0",0,1,0,"2020/21",26.8,28,0.77,"41507","0",0
"I1",0030-01-20,"19:45","Inter","Benevento","4","0","H","1","0","H","13","0","8","0","9","14","7","3","0","2","0","0","Inter","Benevento","28.1",23,0.738,"75923","1000",0.013171239281904,1,0,"2020/21",28.3,26,0.381,"16867","0",0
"I1",0031-01-20,"11:30","Spezia","Udinese","0","1","A","0","0","D","9","6","5","4","18","19","2","2","6","4","1","1","Spezia","Udinese","25.1",34,0.497,"10336","0",0,1,0,"2020/21",27.2,30,0.851,"25144","0",0
"I1",0031-01-20,"14:00","Atalanta","Lazio","1","3","A","0","1","A","8","15","4","7","12","20","2","2","0","2","0","0","Atalanta","Lazio","27",30,0.773,"22512","0",0,1,0,"2020/21",28.9,27,0.754,"73261","0",0
"I1",0031-01-20,"14:00","Cagliari","Sassuolo","1","1","D","0","0","D","9","14","6","5","10","11","3","14","2","3","0","0","Cagliari","Sassuolo","25.9",31,0.644,"16416","0",0,1,0,"2020/21",26.3,27,0.569,"21584","0",0
"I1",0031-01-20,"14:00","Crotone","Genoa","0","3","A","0","2","A","9","10","4","6","15","22","3","11","3","1","0","0","Crotone","Genoa","27.4",29,0.595,"16640","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0031-01-20,"17:00","Napoli","Parma","2","0","H","1","0","H","10","4","6","1","15","16","7","6","2","4","0","0","Napoli","Parma","26.9",25,0.72,"54726","0",0,1,0,"2020/21",27.4,37,0.693,"22352","0",0
"I1",0031-01-20,"19:45","Roma","Verona","3","1","H","3","0","H","15","6","6","2","15","11","4","5","2","1","0","0","Roma","Verona","26.6",26,0.668,"73261","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0005-02-20,"19:45","Fiorentina","Inter","0","2","A","0","1","A","15","14","3","7","9","10","7","7","3","1","0","0","Fiorentina","Inter","26.6",30,0.731,"47282","0",0,1,0,"2020/21",28.1,23,0.738,"75923","1000",0
"I1",0006-02-20,"14:00","Atalanta","Torino","3","3","D","3","2","H","9","19","4","11","24","17","4","3","3","2","0","0","Atalanta","Torino","27",30,0.773,"22512","0",0,1,0,"2020/21",26.6,28,0.619,"27994","0",0
"I1",0006-02-20,"14:00","Sassuolo","Spezia","1","2","A","1","1","D","8","13","4","7","20","15","5","5","2","3","0","0","Sassuolo","Spezia","26.3",27,0.569,"21584","0",0,1,0,"2020/21",25.1,34,0.497,"10336","0",0
"I1",0006-02-20,"17:00","Juventus","Roma","2","0","H","1","0","H","3","14","3","3","9","13","2","9","2","2","0","0","Juventus","Roma","26.8",28,0.77,"41507","0",0,1,0,"2020/21",26.6,26,0.668,"73261","0",0
"I1",0006-02-20,"19:45","Genoa","Napoli","2","1","H","2","0","H","4","24","2","11","13","11","1","6","2","3","0","0","Genoa","Napoli","27.8",33,0.453,"36599","0",0,1,0,"2020/21",26.9,25,0.72,"54726","0",0
"I1",0007-02-20,"11:30","Benevento","Sampdoria","1","1","D","0","0","D","9","10","3","5","17","14","2","10","4","2","0","0","Benevento","Sampdoria","28.3",26,0.381,"16867","0",0,1,0,"2020/21",27.7,26,0.561,"36348","0",0
"I1",0007-02-20,"14:00","Milan","Crotone","4","0","H","1","0","H","21","9","12","2","17","9","8","6","3","1","0","0","Milan","Crotone","24.1",29,0.7,"75923","1000",0.013171239281904,1,0,"2020/21",27.4,29,0.595,"16640","0",0
"I1",0007-02-20,"14:00","Udinese","Verona","2","0","H","0","0","D","14","5","8","1","9","15","10","8","2","4","0","0","Udinese","Verona","27.2",30,0.851,"25144","0",0,1,0,"2020/21",25.7,30,0.468,"39211","0",0
"I1",0007-02-20,"17:00","Parma","Bologna","0","3","A","0","2","A","16","15","8","7","13","13","5","1","2","1","0","0","Parma","Bologna","27.4",37,0.693,"22352","0",0,1,0,"2020/21",26.5,32,0.728,"36462","0",0
"I1",0007-02-20,"19:45","Lazio","Cagliari","1","0","H","0","0","D","14","7","6","3","16","14","12","2","2","2","0","0","Lazio","Cagliari","28.9",27,0.754,"73261","0",0,1,0,"2020/21",25.9,31,0.644,"16416","0",0
"I1",0012-02-20,"19:45","Bologna","Benevento","1","1","D","1","0","H","11","13","3","8","17","10","8","3","3","2","0","0","Bologna","Benevento","26.5",32,0.728,"36462","0",0,1,0,"2020/21",28.3,26,0.381,"16867","0",0
"I1",0013-02-20,"14:00","Torino","Genoa","0","0","D","0","0","D","10","6","2","3","13","15","3","5","2","4","0","0","Torino","Genoa","26.6",28,0.619,"27994","0",0,1,0,"2020/21",27.8,33,0.453,"36599","0",0
"I1",0013-02-20,"17:00","Napoli","Juventus","1","0","H","1","0","H","10","22","3","6","9","18","3","9","2","3","0","0","Napoli","Juventus","26.9",25,0.72,"54726","0",0,1,0,"2020/21",26.8,28,0.77,"41507","0",0
