"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","avg_age_home","players_used_home","foreigners_home","stadium_size","avg_attendance","occupancy","avg_age_away","players_used_away","foreigners_away","season","league","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","yel_card_spread","rating_diff","xg_diff","age_diff","red_card_spread","importance_diff","covid","home_win","away_win","draw","home_points","away_points","yel_card_ratio_home","red_card_ratio_home","yel_card_ratio_away","red_card_ratio_away","home_points_percentage_total","away_points_percentage_total","shots_ratio_home","shots_ratio_away","goal_diff","diff_point"
2019-12-07,"Aves","Sp Braga",1,0,"H",6,13,1,2,24,17,3,13,5,5,0,0,24.1,44,0.714,"5441","1969",0.361882007,25.5,36,0.398,2019,"Portuguese Liga",39.38,60.47,0.2828,0.4674,0.2498,1.17,1.57,44.6,5.3,0.3,1.31,0.09,1.81,1.05,0,0,-21.09,-1.01,-1.4,0,39.3,0,1,0,0,3,0,0.208333333333333,0.208333333333333,0.294117647058824,0,1,0,0.166666666666667,0.153846153846154,1,3
2019-12-08,"Guimaraes","Portimonense",2,0,"H",10,13,5,2,15,9,8,3,1,1,0,0,25.4,32,0.714,"29865","16910",0.566214633,25.2,32,0.746,2019,"Portuguese Liga",56.77,44.16,0.564,0.1913,0.2448,1.65,0.84,2.1,23.4,1.3,1.45,1.93,1.09,2.1,0,0,12.61,-0.15,0.199999999999999,0,-21.3,0,1,0,0,3,0,0.0666666666666667,0.0666666666666667,0.111111111111111,0,1,0,0.5,0.153846153846154,2,3
2019-12-08,"Pacos Ferreira","Setubal",2,3,"A",21,9,4,4,24,16,8,5,4,5,0,0,26.3,31,0.57,"9200","3156",0.343043478,27.3,31,0.537,2019,"Portuguese Liga",41.86,40.65,0.4726,0.2157,0.3117,1.16,0.68,50,31.5,0.91,1.77,1.57,0.89,2.1,3.15,-1,1.21,-0.86,-1,0,18.5,0,0,1,0,0,3,0.166666666666667,0.166666666666667,0.3125,0,0,1,0.19047619047619,0.444444444444444,-1,-3
2019-12-08,"Sp Lisbon","Moreirense",1,0,"H",28,9,9,1,16,11,8,2,3,4,0,1,24.7,36,0.75,"50080","30234",0.603714058,26.6,27,0.571,2019,"Portuguese Liga",62.58,41.69,0.6638,0.1294,0.2068,1.95,0.72,10.4,18.3,1.85,0.41,3.05,0.6,1.05,0,-1,20.89,1.44,-1.9,-1,-7.9,0,1,0,0,3,0,0.1875,0.1875,0.363636363636364,0.0909090909090909,1,0,0.321428571428571,0.111111111111111,1,3
2019-12-08,"Belenenses","Porto",1,1,"D",5,16,3,7,21,18,2,4,7,2,0,0,25.7,41,0.326,"37593","3603",0.095842311,26.7,28,0.728,2019,"Portuguese Liga",38.67,76.97,0.0912,0.7175,0.1913,0.55,1.99,24.8,75.7,0.59,2.03,0.54,1.36,1.05,1.05,5,-38.3,-1.44,-1,0,-50.9,0,0,0,1,1,1,0.333333333333333,0.333333333333333,0.111111111111111,0,0.5,0.5,0.6,0.4375,0,0
2019-12-09,"Rio Ave","Gil Vicente",1,0,"H",9,8,2,4,20,18,7,1,3,2,1,0,26.9,27,0.658,"9065","2604",0.287258687,26,27,0.683,2019,"Portuguese Liga",52.2,45.2,0.5213,0.2229,0.2558,1.55,0.92,5.3,9.1,1.21,0.35,1.44,0.73,1.05,0,1,7,0.86,0.899999999999999,1,-3.8,0,1,0,0,3,0,0.15,0.15,0.111111111111111,0,1,0,0.222222222222222,0.5,1,3
2019-12-13,"Portimonense","Rio Ave",1,1,"D",16,9,6,2,18,14,5,1,4,3,1,0,25.2,32,0.746,"6000","3155",0.525833333,26.9,27,0.658,2019,"Portuguese Liga",44.13,52.54,0.3905,0.3431,0.2664,1.33,1.23,25.9,2.3,1.75,0.54,1.25,0.79,1.05,1.05,1,-8.41,1.21,-1.7,1,23.6,0,0,0,1,1,1,0.222222222222222,0.222222222222222,0.214285714285714,0,0.5,0.5,0.375,0.222222222222222,0,0
2019-12-14,"Maritimo","Boavista",1,0,"H",9,11,3,1,19,26,4,6,2,1,0,1,26.4,30,0.797,"10600","6074",0.573018868,27.6,27,0.791,2019,"Portuguese Liga",37.48,46.62,0.3944,0.3041,0.3015,1.12,0.94,47.4,5.8,1.31,0.49,0.88,0.77,1.05,0,1,-9.14,0.82,-1.2,-1,41.6,0,1,0,0,3,0,0.105263157894737,0.105263157894737,0.0384615384615385,0.0384615384615385,1,0,0.333333333333333,0.0909090909090909,1,3
2019-12-14,"Benfica","Famalicao",4,0,"H",17,8,6,4,7,7,8,3,0,2,0,0,25.4,28,0.51,"65000","52479",0.807369231,23.4,26,0.624,2019,"Portuguese Liga",77.76,43.93,0.8812,0.0299,0.0889,3.01,0.43,74.3,4.1,1.8,0.27,1.78,0.66,3.71,0,-2,33.83,1.53,2,0,70.2,0,1,0,0,3,0,0,0,0.285714285714286,0,1,0,0.352941176470588,0.5,4,3
2019-12-14,"Setubal","Aves",1,0,"H",11,11,2,5,19,18,7,6,4,3,0,0,27.3,31,0.537,"18642","4630",0.248363909,24.1,44,0.714,2019,"Portuguese Liga",41.76,39.06,0.4435,0.2609,0.2956,1.21,0.86,26.5,54.3,1.7,1.25,1.42,0.59,1.05,0,1,2.7,0.45,3.2,0,-27.8,0,1,0,0,3,0,0.210526315789474,0.210526315789474,0.166666666666667,0,1,0,0.181818181818182,0.454545454545455,1,3
2019-12-15,"Moreirense","Belenenses",2,1,"H",13,8,7,2,18,15,8,3,1,5,0,1,26.6,27,0.571,"6153","2229",0.362262311,25.7,41,0.326,2019,"Portuguese Liga",41.13,39.17,0.4749,0.2538,0.2713,1.4,0.94,28.8,26.2,1.83,0.78,1.51,0.79,1.89,1.05,-4,1.96,1.05,0.900000000000002,-1,2.6,0,1,0,0,3,0,0.0555555555555556,0.0555555555555556,0.333333333333333,0.0666666666666667,1,0,0.538461538461538,0.25,1,3
2019-12-15,"Gil Vicente","Guimaraes",2,2,"D",6,16,4,7,15,17,3,7,4,1,0,0,26,27,0.683,"12504","5487",0.438819578,25.4,32,0.714,2019,"Portuguese Liga",44.84,57.53,0.3344,0.3862,0.2794,1.12,1.23,12,2.9,1.52,1.43,1.13,1.98,2.1,2.1,3,-12.69,0.0900000000000001,0.600000000000001,0,9.1,0,0,0,1,1,1,0.266666666666667,0.266666666666667,0.0588235294117647,0,0.5,0.5,0.666666666666667,0.4375,0,0
2019-12-15,"Sp Braga","Pacos Ferreira",0,1,"A",23,3,5,1,14,22,10,3,1,5,0,0,25.5,36,0.398,"30286","10587",0.349567457,26.3,31,0.57,2019,"Portuguese Liga",62.05,40.66,0.6355,0.1461,0.2185,1.86,0.76,4,46.5,2.64,0.64,2.61,0.46,0,1.05,-4,21.39,2,-0.800000000000001,0,-42.5,0,0,1,0,0,3,0.0714285714285714,0.0714285714285714,0.227272727272727,0,0,1,0.217391304347826,0.333333333333333,-1,-3
2019-12-16,"Santa Clara","Sp Lisbon",0,4,"A",12,19,3,7,12,6,2,8,1,1,0,0,26.3,29,0.525,"15000","3150",0.21,24.7,36,0.75,2019,"Portuguese Liga",44.97,61.66,0.2969,0.4436,0.2595,1.15,1.46,20.9,13.1,0.72,2.31,0.77,2.48,0,4.2,0,-16.69,-1.59,1.6,0,7.8,0,0,1,0,0,3,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,1,0.25,0.368421052631579,-4,-3
2019-12-16,"Porto","Tondela",3,0,"H",12,2,5,0,16,9,8,0,0,0,0,0,26.7,28,0.728,"50399","35625",0.706859263,24.8,30,0.528,2019,"Portuguese Liga",75.86,41.31,0.8704,0.0197,0.1099,2.45,0.2,60.9,10.4,1.3,0.06,1.38,0.31,3.15,0,0,34.55,1.24,1.9,0,50.5,0,1,0,0,3,0,0,0,0,0,1,0,0.416666666666667,0,3,3
2020-01-04,"Aves","Santa Clara",0,1,"A",10,3,4,3,16,10,7,9,4,2,0,0,24.1,44,0.714,"5441","1969",0.361882007,26.3,29,0.525,2019,"Portuguese Liga",38.65,42.6,0.4284,0.303,0.2686,1.37,1.11,52.5,34.3,1.14,1.28,0.68,1,0,1.05,2,-3.95,-0.14,-2.2,0,18.2,0,0,1,0,0,3,0.25,0.25,0.2,0,0,1,0.4,1,-1,-3
2020-01-04,"Boavista","Portimonense",1,1,"D",5,6,2,5,16,15,4,5,1,2,0,0,27.6,27,0.791,"28263","12088",0.427696989,25.2,32,0.746,2019,"Portuguese Liga",45.84,44.74,0.435,0.2694,0.2956,1.2,0.88,10,31.7,0.71,0.68,0.86,1.44,1.05,1.05,-1,1.1,0.0299999999999999,2.4,0,-21.7,0,0,0,1,1,1,0.0625,0.0625,0.133333333333333,0,0.5,0.5,0.4,0.833333333333333,0,0
2020-01-04,"Belenenses","Sp Braga",1,7,"A",3,18,2,15,11,13,2,4,4,1,1,0,25.7,41,0.326,"37593","3603",0.095842311,25.5,36,0.398,2019,"Portuguese Liga",38.67,61.8,0.2561,0.4912,0.2527,1.06,1.57,29.6,2,0.55,4.28,0.21,1.8,1.05,6.22,3,-23.13,-3.73,0.199999999999999,1,27.6,0,0,1,0,0,3,0.363636363636364,0.363636363636364,0.0769230769230769,0,0,1,0.666666666666667,0.833333333333333,-6,-3
2020-01-04,"Guimaraes","Benfica",0,1,"A",11,4,5,3,12,15,6,7,4,3,1,0,25.4,32,0.714,"29865","16910",0.566214633,25.4,28,0.51,2019,"Portuguese Liga",57.55,77.92,0.1938,0.585,0.2212,0.99,1.9,3.3,75,0.66,0.63,1.14,0.58,0,1.05,1,-20.37,0.03,0,1,-71.7,0,0,1,0,0,3,0.333333333333333,0.333333333333333,0.2,0,0,1,0.454545454545455,0.75,-1,-3
2020-01-05,"Pacos Ferreira","Moreirense",1,0,"H",6,5,3,1,20,16,2,5,4,4,0,0,26.3,31,0.57,"9200","3156",0.343043478,26.6,27,0.571,2019,"Portuguese Liga",40.9,41.63,0.4717,0.2583,0.27,1.41,0.97,49.4,20.2,0.69,0.39,0.59,0.7,1.05,0,0,-0.730000000000004,0.3,-0.300000000000001,0,29.2,0,1,0,0,3,0,0.2,0.2,0.25,0,1,0,0.5,0.2,1,3
2020-01-05,"Rio Ave","Maritimo",0,1,"A",6,6,3,3,11,25,3,2,1,5,0,0,26.9,27,0.658,"9065","2604",0.287258687,26.4,30,0.797,2019,"Portuguese Liga",51.91,38.26,0.5711,0.1832,0.2457,1.63,0.8,4.4,29.5,0.92,1.43,1.07,0.55,0,1.05,-4,13.65,-0.51,0.5,0,-25.1,0,0,1,0,0,3,0.0909090909090909,0.0909090909090909,0.2,0,0,1,0.5,0.5,-1,-3
2020-01-05,"Tondela","Gil Vicente",1,1,"D",7,10,1,9,19,21,3,5,2,2,0,0,24.8,30,0.528,"5000","2403",0.4806,26,27,0.683,2019,"Portuguese Liga",41.07,44.89,0.4134,0.3076,0.279,1.28,1.06,14.9,12.8,1.52,1.14,0.98,0.79,1.05,1.05,0,-3.82,0.38,-1.2,0,2.1,0,0,0,1,1,1,0.105263157894737,0.105263157894737,0.0952380952380952,0,0.5,0.5,0.142857142857143,0.9,0,0
2020-01-05,"Sp Lisbon","Porto",1,2,"A",11,9,2,7,21,16,4,3,5,5,0,0,24.7,36,0.75,"50080","30234",0.603714058,26.7,28,0.728,2019,"Portuguese Liga",64,75.98,0.284,0.4454,0.2706,1.04,1.38,33.1,64.9,1.58,1.42,1.09,1,1.05,2.1,0,-11.98,0.16,-2,0,-31.8,0,0,1,0,0,3,0.238095238095238,0.238095238095238,0.3125,0,0,1,0.181818181818182,0.777777777777778,-1,-3
2020-01-05,"Famalicao","Setubal",3,0,"H",13,4,7,2,24,13,3,2,2,1,0,0,23.4,26,0.624,"5300","4149",0.782830189,27.3,31,0.537,2019,"Portuguese Liga",43.62,42.17,0.4587,0.2682,0.2731,1.37,0.98,2.6,11.8,2.12,0.24,1.23,0.42,2.79,0,1,1.45,1.88,-3.9,0,-9.2,0,1,0,0,3,0,0.0833333333333333,0.0833333333333333,0.0769230769230769,0,1,0,0.538461538461538,0.5,3,3
2020-01-10,"Benfica","Aves",2,1,"H",28,6,11,3,12,11,17,2,4,2,0,0,25.4,28,0.51,"65000","52479",0.807369231,24.1,44,0.714,2019,"Portuguese Liga",77.65,37.83,0.8987,0.016,0.0853,2.77,0.22,87.4,45.4,4.53,0.9,3.5,0.35,2.1,1.05,2,39.82,3.63,1.3,0,42,0,1,0,0,3,0,0.333333333333333,0.333333333333333,0.181818181818182,0,1,0,0.392857142857143,0.5,1,3
2020-01-10,"Santa Clara","Rio Ave",0,1,"A",8,5,4,3,12,22,3,4,2,3,0,0,26.3,29,0.525,"15000","3150",0.21,26.9,27,0.658,2019,"Portuguese Liga",43.49,50.43,0.3959,0.3338,0.2703,1.31,1.18,19.3,4.9,0.82,0.75,0.79,1.59,0,1.05,-1,-6.94,0.07,-0.599999999999998,0,14.4,0,0,1,0,0,3,0.166666666666667,0.166666666666667,0.136363636363636,0,0,1,0.5,0.6,-1,-3
2020-01-10,"Moreirense","Porto",2,4,"A",8,14,5,6,11,11,4,7,2,4,0,1,26.6,27,0.571,"6153","2229",0.362262311,26.7,28,0.728,2019,"Portuguese Liga",41.57,76.02,0.1118,0.6844,0.2037,0.63,1.93,18.5,70.1,0.41,2.69,1,1.53,2.1,3.83,-2,-34.45,-2.28,-0.0999999999999979,-1,-51.6,0,0,1,0,0,3,0.181818181818182,0.181818181818182,0.363636363636364,0.0909090909090909,0,1,0.625,0.428571428571429,-2,-3
2020-01-11,"Portimonense","Pacos Ferreira",0,0,"D",8,2,4,0,18,21,3,4,2,3,0,0,25.2,32,0.746,"6000","3155",0.525833333,26.3,31,0.57,2019,"Portuguese Liga",45.53,41.01,0.4883,0.2389,0.2727,1.4,0.89,33.9,43.1,0.75,0.35,1.72,1.12,0,0,-1,4.52,0.4,-1.1,0,-9.2,0,0,0,1,1,1,0.111111111111111,0.111111111111111,0.142857142857143,0,0.5,0.5,0.5,0,0,0
2020-01-11,"Boavista","Famalicao",0,1,"A",9,8,3,5,17,25,8,5,5,4,1,1,27.6,27,0.791,"28263","12088",0.427696989,23.4,26,0.624,2019,"Portuguese Liga",45.07,45.41,0.4552,0.2712,0.2736,1.37,0.99,8.4,0.9,1.5,0.86,1.08,0.55,0,1.05,1,-0.339999999999996,0.64,4.2,0,7.5,0,0,1,0,0,3,0.294117647058824,0.294117647058824,0.16,0.04,0,1,0.333333333333333,0.625,-1,-3
2020-01-11,"Setubal","Sp Lisbon",1,3,"A",10,9,2,5,7,13,3,5,3,3,0,0,27.3,31,0.537,"18642","4630",0.248363909,24.7,36,0.75,2019,"Portuguese Liga",40.52,64.03,0.2401,0.4874,0.2725,0.89,1.4,15.5,4.6,0.41,1.56,0.31,1.41,1.05,2.63,0,-23.51,-1.15,2.6,0,10.9,0,0,1,0,0,3,0.428571428571429,0.428571428571429,0.230769230769231,0,0,1,0.2,0.555555555555556,-2,-3
2020-01-12,"Gil Vicente","Belenenses",2,0,"H",9,4,7,2,16,20,5,5,0,0,0,0,26,27,0.683,"12504","5487",0.438819578,25.7,41,0.326,2019,"Portuguese Liga",44.92,35.92,0.5242,0.2128,0.263,1.49,0.84,19,41.4,1.96,0.6,1.27,1.01,1.98,0,0,9,1.36,0.300000000000001,0,-22.4,0,1,0,0,3,0,0,0,0,0,1,0,0.777777777777778,0.5,2,3
2020-01-12,"Maritimo","Guimaraes",0,0,"D",4,15,1,9,19,16,3,16,1,2,0,0,26.4,30,0.797,"10600","6074",0.573018868,25.4,32,0.714,2019,"Portuguese Liga",39.66,57.58,0.296,0.4305,0.2735,1.06,1.34,22.4,0.9,0.23,1.89,0.32,2.56,0,0,-1,-17.92,-1.66,1,0,21.5,0,0,0,1,1,1,0.0526315789473684,0.0526315789473684,0.125,0,0.5,0.5,0.25,0.6,0,0
2020-01-12,"Sp Braga","Tondela",2,1,"H",17,6,6,2,10,10,9,1,4,3,0,0,25.5,36,0.398,"30286","10587",0.349567457,24.8,30,0.528,2019,"Portuguese Liga",64.7,41.04,0.6893,0.1172,0.1936,2.06,0.71,1.3,12.2,2.61,0.95,1.93,0.54,2.1,1.05,1,23.66,1.66,0.699999999999999,0,-10.9,0,1,0,0,3,0,0.4,0.4,0.3,0,1,0,0.352941176470588,0.333333333333333,1,3
2020-01-17,"Porto","Sp Braga",1,2,"A",7,2,3,1,21,14,10,5,5,6,0,0,26.7,28,0.728,"50399","35625",0.706859263,25.5,36,0.398,2019,"Portuguese Liga",76.06,64.6,0.659,0.1307,0.2103,1.91,0.71,76.5,10.1,2.55,0.21,1.46,0.79,1.05,2.1,-1,11.46,2.34,1.2,0,66.4,0,0,1,0,0,3,0.238095238095238,0.238095238095238,0.428571428571429,0,0,1,0.428571428571429,0.5,-1,-3
2020-01-17,"Sp Lisbon","Benfica",0,2,"A",10,9,6,4,17,11,6,3,4,4,0,0,24.7,36,0.75,"50080","30234",0.603714058,25.4,28,0.51,2019,"Portuguese Liga",64.93,77.68,0.2705,0.4868,0.2427,1.18,1.66,16.3,70,1.04,1.26,0.83,1.49,0,1.58,0,-12.75,-0.22,-0.699999999999999,0,-53.7,0,0,1,0,0,3,0.235294117647059,0.235294117647059,0.363636363636364,0,0,1,0.6,0.444444444444444,-2,-3
2020-01-18,"Aves","Portimonense",3,0,"H",12,9,7,1,12,12,5,7,3,3,0,0,24.1,44,0.714,"5441","1969",0.361882007,25.2,32,0.746,2019,"Portuguese Liga",37.92,45.33,0.3849,0.3387,0.2764,1.25,1.15,44.6,34.4,1.57,0.74,1.01,1.3,2.85,0,0,-7.41,0.83,-1.1,0,10.2,0,1,0,0,3,0,0.25,0.25,0.25,0,1,0,0.583333333333333,0.111111111111111,3,3
2020-01-18,"Guimaraes","Santa Clara",1,0,"H",15,3,5,1,15,21,5,4,4,5,0,0,25.4,32,0.714,"29865","16910",0.566214633,26.3,29,0.525,2019,"Portuguese Liga",58.92,42.62,0.6007,0.1612,0.2381,1.69,0.74,0.7,21.4,2.37,0.25,1.53,0.46,1.05,0,-1,16.3,2.12,-0.900000000000002,0,-20.7,0,1,0,0,3,0,0.266666666666667,0.266666666666667,0.238095238095238,0,1,0,0.333333333333333,0.333333333333333,1,3
2020-01-18,"Tondela","Moreirense",1,1,"D",16,5,4,1,11,21,2,2,1,3,0,0,24.8,30,0.528,"5000","2403",0.4806,26.6,27,0.571,2019,"Portuguese Liga",41.16,41.7,0.4419,0.2895,0.2686,1.39,1.07,18.8,24.3,2.15,0.76,1.4,0.53,1.05,1.05,-2,-0.540000000000006,1.39,-1.8,0,-5.5,0,0,0,1,1,1,0.0909090909090909,0.0909090909090909,0.142857142857143,0,0.5,0.5,0.25,0.2,0,0
2020-01-18,"Belenenses","Setubal",0,1,"A",10,7,1,4,16,19,9,3,2,5,0,0,25.7,41,0.326,"37593","3603",0.095842311,27.3,31,0.537,2019,"Portuguese Liga",35.36,39.64,0.4283,0.2716,0.3001,1.17,0.87,50.6,24.8,1.25,0.37,1.66,0.36,0,1.05,-3,-4.28,0.88,-1.6,0,25.8,0,0,1,0,0,3,0.125,0.125,0.263157894736842,0,0,1,0.1,0.571428571428571,-1,-3
2020-01-19,"Pacos Ferreira","Gil Vicente",0,0,"D",8,8,5,3,16,13,7,4,1,1,0,0,26.3,31,0.57,"9200","3156",0.343043478,26,27,0.683,2019,"Portuguese Liga",41.22,45.52,0.4342,0.2748,0.2909,1.23,0.91,38.1,6.9,0.91,0.64,1.39,1.09,0,0,0,-4.3,0.27,0.300000000000001,0,31.2,0,0,0,1,1,1,0.0625,0.0625,0.0769230769230769,0,0.5,0.5,0.625,0.375,0,0
2020-01-19,"Famalicao","Maritimo",1,1,"D",17,4,6,2,20,14,6,2,2,5,0,0,23.4,26,0.624,"5300","4149",0.782830189,26.4,30,0.797,2019,"Portuguese Liga",45.82,38.34,0.5155,0.2313,0.2532,1.57,0.96,1.2,21.9,1.17,0.32,1.22,0.09,1.05,1.05,-3,7.48,0.85,-3,0,-20.7,0,0,0,1,1,1,0.1,0.1,0.357142857142857,0,0.5,0.5,0.352941176470588,0.5,0,0
2020-01-19,"Rio Ave","Boavista",2,0,"H",3,6,2,2,15,21,4,5,1,4,0,0,26.9,27,0.658,"9065","2604",0.287258687,27.6,27,0.791,2019,"Portuguese Liga",51.31,44.69,0.5017,0.2104,0.2879,1.31,0.74,2.1,10.7,0.81,0.23,0.68,0.51,2.1,0,-3,6.62,0.58,-0.700000000000003,0,-8.6,0,1,0,0,3,0,0.0666666666666667,0.0666666666666667,0.19047619047619,0,1,0,0.666666666666667,0.333333333333333,2,3
2020-01-26,"Belenenses","Portimonense",2,1,"H",9,13,4,6,13,13,2,6,1,2,0,0,25.7,41,0.326,"37593","3603",0.095842311,25.2,32,0.746,2019,"Portuguese Liga",35.58,44.01,0.3784,0.3419,0.2797,1.21,1.14,60.9,44.7,0.98,1.15,0.54,1.56,2.1,1.05,-1,-8.43,-0.17,0.5,0,16.2,0,1,0,0,3,0,0.0769230769230769,0.0769230769230769,0.153846153846154,0,1,0,0.444444444444444,0.461538461538462,1,3
2020-01-26,"Famalicao","Santa Clara",0,1,"A",11,5,1,2,14,14,12,7,2,4,0,0,23.4,26,0.624,"5300","4149",0.782830189,26.3,29,0.525,2019,"Portuguese Liga",45.88,42.02,0.4738,0.2693,0.2569,1.52,1.08,1,25,0.83,1.26,1.21,0.95,0,1.05,-2,3.86,-0.43,-2.9,0,-24,0,0,1,0,0,3,0.142857142857143,0.142857142857143,0.285714285714286,0,0,1,0.0909090909090909,0.4,-1,-3
2020-01-26,"Tondela","Setubal",0,3,"A",12,5,6,4,17,16,11,2,1,2,0,0,24.8,30,0.528,"5000","2403",0.4806,27.3,31,0.537,2019,"Portuguese Liga",41.65,39.46,0.4763,0.2299,0.2938,1.25,0.78,17.5,10.5,1.63,0.83,1.56,0.36,0,3.15,-1,2.19,0.8,-2.5,0,7,0,0,1,0,0,3,0.0588235294117647,0.0588235294117647,0.125,0,0,1,0.5,0.8,-3,-3
2020-01-26,"Pacos Ferreira","Benfica",0,2,"A",6,11,2,6,17,16,6,7,3,2,0,0,26.3,31,0.57,"9200","3156",0.343043478,25.4,28,0.51,2019,"Portuguese Liga",41.17,78.17,0.1118,0.6953,0.1929,0.68,2.05,36.7,68.2,0.52,2.11,0.83,1.83,0,2.1,1,-37,-1.59,0.900000000000002,0,-31.5,0,0,1,0,0,3,0.176470588235294,0.176470588235294,0.125,0,0,1,0.333333333333333,0.545454545454545,-2,-3
2020-01-26,"Aves","Boavista",0,1,"A",3,9,2,3,15,24,4,4,4,5,0,0,24.1,44,0.714,"5441","1969",0.361882007,27.6,27,0.791,2019,"Portuguese Liga",39.2,44.16,0.4294,0.2698,0.3008,1.17,0.86,51.3,17.4,0.22,0.49,0.64,0.52,0,1.05,-1,-4.95999999999999,-0.27,-3.5,0,33.9,0,0,1,0,0,3,0.266666666666667,0.266666666666667,0.208333333333333,0,0,1,0.666666666666667,0.333333333333333,-1,-3
2020-01-27,"Guimaraes","Rio Ave",1,2,"A",14,5,7,3,14,18,14,1,0,4,0,0,25.4,32,0.714,"29865","16910",0.566214633,26.9,27,0.658,2019,"Portuguese Liga",59.48,51.83,0.4993,0.233,0.2677,1.44,0.89,0.8,0.5,1.09,0.9,1.28,0.51,1.05,2.1,-4,7.65,0.19,-1.5,0,0.3,0,0,1,0,0,3,0,0,0.222222222222222,0,0,1,0.5,0.6,-1,-3
2020-01-27,"Sp Lisbon","Maritimo",1,0,"H",14,4,5,2,14,14,12,3,2,3,0,0,24.7,36,0.75,"50080","30234",0.603714058,26.4,30,0.797,2019,"Portuguese Liga",64.13,38.3,0.6985,0.0985,0.203,1.9,0.55,4.3,19.3,0.92,0.17,1.18,0.5,1.05,0,-1,25.83,0.75,-1.7,0,-15,0,1,0,0,3,0,0.142857142857143,0.142857142857143,0.214285714285714,0,1,0,0.357142857142857,0.5,1,3
2020-01-28,"Porto","Gil Vicente",2,1,"H",6,6,2,2,24,24,5,2,2,3,0,1,26.7,28,0.728,"50399","35625",0.706859263,26,27,0.683,2019,"Portuguese Liga",75.78,45.58,0.8295,0.0306,0.1399,2.2,0.24,38.6,3.9,1.31,0.49,2.01,0.37,2.1,1.05,-1,30.2,0.82,0.699999999999999,-1,34.7,0,1,0,0,3,0,0.0833333333333333,0.0833333333333333,0.125,0.0416666666666667,1,0,0.333333333333333,0.333333333333333,1,3
2020-01-29,"Moreirense","Sp Braga",1,2,"A",6,11,4,6,14,15,2,6,3,3,0,1,26.6,27,0.571,"6153","2229",0.362262311,25.5,36,0.398,2019,"Portuguese Liga",41.21,64.97,0.2432,0.519,0.2377,1.11,1.73,20.9,3.5,0.55,1.32,0.89,1.01,1.05,2.1,0,-23.76,-0.77,1.1,-1,17.4,0,0,1,0,0,3,0.214285714285714,0.214285714285714,0.2,0.0666666666666667,0,1,0.666666666666667,0.545454545454545,-1,-3
2020-01-31,"Benfica","Belenenses",3,2,"H",12,15,6,5,8,11,10,9,2,4,0,0,25.4,28,0.51,"65000","52479",0.807369231,25.7,41,0.326,2019,"Portuguese Liga",78.56,35.52,0.9034,0.0154,0.0813,2.84,0.22,48.5,34.8,1.28,1.66,1.33,1.12,2.94,2.1,-2,43.04,-0.38,-0.300000000000001,0,13.7,0,1,0,0,3,0,0.25,0.25,0.363636363636364,0,1,0,0.5,0.333333333333333,1,3
2020-01-31,"Rio Ave","Famalicao",2,2,"D",7,17,3,7,13,20,4,6,4,3,0,0,26.9,27,0.658,"9065","2604",0.287258687,23.4,26,0.624,2019,"Portuguese Liga",52.71,44.8,0.4928,0.2529,0.2542,1.55,1.04,0.4,0.6,0.88,1.21,0.87,1.71,2.1,2.1,1,7.91,-0.33,3.5,0,-0.2,0,0,0,1,1,1,0.307692307692308,0.307692307692308,0.15,0,0.5,0.5,0.428571428571429,0.411764705882353,0,0
2020-02-01,"Portimonense","Tondela",0,1,"A",11,9,4,2,18,13,4,2,3,3,0,0,25.2,32,0.746,"6000","3155",0.525833333,24.8,30,0.528,2019,"Portuguese Liga",44.06,40.5,0.5154,0.2248,0.2599,1.51,0.9,52,25.5,0.48,0.87,1.69,0.37,0,1.05,0,3.56,-0.39,0.399999999999999,0,26.5,0,0,1,0,0,3,0.166666666666667,0.166666666666667,0.230769230769231,0,0,1,0.363636363636364,0.222222222222222,-1,-3
2020-02-01,"Setubal","Porto",0,4,"A",7,20,2,6,13,11,3,5,1,2,0,0,27.3,31,0.537,"18642","4630",0.248363909,26.7,28,0.728,2019,"Portuguese Liga",40.53,75.29,0.1148,0.6591,0.2261,0.56,1.73,3.6,48.2,0.28,1.7,0.26,1.66,0,3.68,-1,-34.76,-1.42,0.600000000000001,0,-44.6,0,0,1,0,0,3,0.0769230769230769,0.0769230769230769,0.181818181818182,0,0,1,0.285714285714286,0.3,-4,-3
2020-02-01,"Santa Clara","Pacos Ferreira",2,1,"H",10,7,4,2,12,16,3,2,2,4,0,0,26.3,29,0.525,"15000","3150",0.21,26.3,31,0.57,2019,"Portuguese Liga",43.06,40.63,0.4507,0.2556,0.2937,1.23,0.85,25.4,45.4,2.37,1,1.23,0.91,1.85,1.05,-2,2.43,1.37,0,0,-20,0,1,0,0,3,0,0.166666666666667,0.166666666666667,0.25,0,1,0,0.4,0.285714285714286,1,3
